6320	150.4	1.96	0.33
6323.33	150.42	1.96	0.33
6326.67	150.45	1.95	0.33
6330	150.47	1.95	0.33
6333.33	150.5	1.95	0.33
6336.67	150.52	1.95	0.33
6340	150.54	1.95	0.33
6343.33	150.57	1.95	0.33
6346.67	150.59	1.95	0.33
6350	150.62	1.95	0.33
6353.33	150.64	1.95	0.33
6356.67	150.67	1.94	0.33
6360	150.69	1.94	0.33
6363.33	150.71	1.94	0.33
6366.67	150.74	1.94	0.33
6370	150.76	1.94	0.33
6373.33	150.79	1.94	0.33
6376.67	150.81	1.94	0.33
6380	150.83	1.94	0.33
6383.33	150.86	1.93	0.33
6386.67	150.88	1.93	0.33
6390	150.91	1.93	0.33
6393.33	150.93	1.93	0.33
6396.67	150.96	1.93	0.33
6400	150.98	1.93	0.33
6452.08	150.96	1.93	0.33
6504.17	150.94	1.93	0.33
6556.25	150.92	1.92	0.32
6608.33	150.9	1.92	0.32
6660.42	150.88	1.92	0.32
6712.5	150.86	1.92	0.32
6764.58	150.84	1.92	0.32
6816.67	150.82	1.92	0.32
6868.75	150.8	1.92	0.32
6920.83	150.78	1.92	0.32
6972.92	150.76	1.92	0.32
7025	150.74	1.91	0.32
7077.08	150.72	1.91	0.32
7129.17	150.7	1.91	0.32
7181.25	150.68	1.91	0.32
7233.33	150.66	1.91	0.32
7285.42	150.64	1.91	0.32
7337.5	150.62	1.91	0.32
7389.58	150.6	1.91	0.32
7441.67	150.58	1.9	0.32
7493.75	150.56	1.9	0.32
7545.83	150.54	1.9	0.32
7597.92	150.52	1.9	0.32
7650	150.5	1.9	0.32
7810.42	150.45	1.9	0.32
7970.83	150.4	1.91	0.32
8131.25	150.35	1.91	0.32
8291.67	150.3	1.92	0.32
8452.08	150.26	1.92	0.32
8612.5	150.21	1.92	0.32
8772.92	150.16	1.93	0.32
8933.33	150.11	1.93	0.32
9093.75	150.06	1.94	0.32
9254.17	150.01	1.94	0.32
9414.58	149.96	1.95	0.32
9575	149.92	1.95	0.32
9735.42	149.87	1.95	0.32
9895.83	149.82	1.96	0.32
10056.25	149.77	1.96	0.32
10216.67	149.72	1.97	0.32
10377.08	149.67	1.97	0.32
10537.5	149.62	1.98	0.32
10697.92	149.57	1.98	0.32
10858.33	149.52	1.98	0.32
11018.75	149.48	1.99	0.32
11179.17	149.43	1.99	0.33
11339.58	149.38	2	0.33
11500	149.33	2	0.33
11550	149.27	2	0.33
11600	149.22	2.01	0.33
11650	149.17	2.01	0.33
11700	149.11	2.02	0.33
11750	149.05	2.02	0.33
11800	149	2.02	0.33
11850	148.95	2.03	0.33
11900	148.89	2.03	0.33
11950	148.83	2.04	0.33
12000	148.78	2.04	0.33
12050	148.73	2.05	0.33
12100	148.67	2.05	0.33
12150	148.61	2.05	0.33
12200	148.56	2.06	0.33
12250	148.51	2.06	0.33
12300	148.45	2.07	0.33
12350	148.39	2.07	0.33
12400	148.34	2.08	0.33
12450	148.29	2.08	0.33
12500	148.23	2.08	0.33
12550	148.17	2.09	0.33
12600	148.12	2.09	0.33
12650	148.07	2.1	0.33
12700	148.01	2.1	0.33
12733.33	147.98	2.1	0.33
12766.67	147.95	2.11	0.33
12800	147.91	2.11	0.33
12833.33	147.88	2.12	0.33
12866.67	147.85	2.12	0.33
12900	147.82	2.12	0.33
12933.33	147.79	2.13	0.33
12966.67	147.75	2.13	0.33
13000	147.72	2.14	0.33
13033.33	147.69	2.14	0.33
13066.67	147.66	2.15	0.33
13100	147.62	2.15	0.33
13133.33	147.59	2.15	0.33
13166.67	147.56	2.16	0.33
13200	147.53	2.16	0.34
13233.33	147.5	2.17	0.34
13266.67	147.46	2.17	0.34
13300	147.43	2.17	0.34
13333.33	147.4	2.18	0.34
13366.67	147.37	2.18	0.34
13400	147.34	2.19	0.34
13433.33	147.3	2.19	0.34
13466.67	147.27	2.2	0.34
13500	147.24	2.2	0.34
13462.5	147.29	2.2	0.34
13425	147.33	2.21	0.34
13387.5	147.38	2.21	0.34
13350	147.42	2.22	0.34
13312.5	147.47	2.22	0.34
13275	147.51	2.22	0.34
13237.5	147.56	2.23	0.34
13200	147.6	2.23	0.34
13162.5	147.65	2.24	0.34
13125	147.69	2.24	0.34
13087.5	147.74	2.25	0.34
13050	147.78	2.25	0.34
13012.5	147.83	2.25	0.34
12975	147.87	2.26	0.34
12937.5	147.92	2.26	0.34
12900	147.96	2.27	0.34
12862.5	148.01	2.27	0.34
12825	148.05	2.27	0.34
12787.5	148.1	2.28	0.34
12750	148.14	2.28	0.34
12712.5	148.19	2.29	0.34
12675	148.23	2.29	0.34
12637.5	148.28	2.3	0.34
12600	148.32	2.3	0.34
12541.67	148.42	2.3	0.34
12483.33	148.52	2.31	0.34
12425	148.62	2.31	0.34
12366.67	148.72	2.32	0.34
12308.33	148.82	2.32	0.34
12250	148.92	2.33	0.34
12191.67	149.01	2.33	0.34
12133.33	149.11	2.33	0.34
12075	149.21	2.34	0.34
12016.67	149.31	2.34	0.35
11958.33	149.41	2.35	0.35
11900	149.51	2.35	0.35
11841.67	149.61	2.35	0.35
11783.33	149.71	2.36	0.35
11725	149.81	2.36	0.35
11666.67	149.91	2.37	0.35
11608.33	150.01	2.37	0.35
11550	150.1	2.38	0.35
11491.67	150.2	2.38	0.35
11433.33	150.3	2.38	0.35
11375	150.4	2.39	0.35
11316.67	150.5	2.39	0.35
11258.33	150.6	2.4	0.35
11200	150.7	2.4	0.35
11070.83	150.77	2.4	0.35
10941.67	150.85	2.41	0.35
10812.5	150.92	2.41	0.35
10683.33	150.99	2.42	0.35
10554.17	151.07	2.42	0.35
10425	151.14	2.42	0.35
10295.83	151.22	2.43	0.35
10166.67	151.29	2.43	0.35
10037.5	151.36	2.44	0.35
9908.33	151.44	2.44	0.35
9779.17	151.51	2.45	0.35
9650	151.58	2.45	0.35
9520.83	151.66	2.45	0.35
9391.67	151.73	2.46	0.35
9262.5	151.81	2.46	0.35
9133.33	151.88	2.47	0.35
9004.17	151.95	2.47	0.35
8875	152.03	2.47	0.35
8745.83	152.1	2.48	0.35
8616.67	152.18	2.48	0.35
8487.5	152.25	2.49	0.35
8358.33	152.32	2.49	0.35
8229.17	152.4	2.5	0.35
8100	152.47	2.5	0.35
8072.5	152.5	2.5	0.35
8045	152.54	2.51	0.35
8017.5	152.57	2.51	0.36
7990	152.6	2.52	0.36
7962.5	152.64	2.52	0.36
7935	152.67	2.52	0.36
7907.5	152.71	2.53	0.36
7880	152.74	2.53	0.36
7852.5	152.77	2.54	0.36
7825	152.81	2.54	0.36
7797.5	152.84	2.55	0.36
7770	152.88	2.55	0.36
7742.5	152.91	2.55	0.36
7715	152.94	2.56	0.36
7687.5	152.98	2.56	0.36
7660	153.01	2.57	0.36
7632.5	153.04	2.57	0.36
7605	153.08	2.57	0.36
7577.5	153.11	2.58	0.36
7550	153.15	2.58	0.36
7522.5	153.18	2.59	0.36
7495	153.21	2.59	0.36
7467.5	153.25	2.6	0.36
7440	153.28	2.6	0.36
7411.25	153.3	2.6	0.36
7382.5	153.31	2.59	0.36
7353.75	153.33	2.59	0.36
7325	153.34	2.59	0.36
7296.25	153.36	2.58	0.36
7267.5	153.38	2.58	0.36
7238.75	153.39	2.57	0.36
7210	153.41	2.57	0.36
7181.25	153.42	2.57	0.36
7152.5	153.44	2.56	0.36
7123.75	153.45	2.56	0.36
7095	153.47	2.56	0.36
7066.25	153.49	2.55	0.36
7037.5	153.5	2.55	0.36
7008.75	153.52	2.55	0.36
6980	153.53	2.54	0.36
6951.25	153.55	2.54	0.36
6922.5	153.57	2.54	0.36
6893.75	153.58	2.53	0.36
6865	153.6	2.53	0.36
6836.25	153.61	2.52	0.36
6807.5	153.63	2.52	0.36
6778.75	153.64	2.52	0.36
6320	150.4	1.96	0.33
6323.33	150.42	1.96	0.33
6326.67	150.45	1.95	0.33
6330	150.47	1.95	0.33
6333.33	150.5	1.95	0.33
6336.67	150.52	1.95	0.33
6340	150.54	1.95	0.33
6343.33	150.57	1.95	0.33
6346.67	150.59	1.95	0.33
6350	150.62	1.95	0.33
6353.33	150.64	1.95	0.33
6356.67	150.67	1.94	0.33
6360	150.69	1.94	0.33
6363.33	150.71	1.94	0.33
6366.67	150.74	1.94	0.33
6370	150.76	1.94	0.33
6373.33	150.79	1.94	0.33
6376.67	150.81	1.94	0.33
6380	150.83	1.94	0.33
6383.33	150.86	1.93	0.33
6386.67	150.88	1.93	0.33
6390	150.91	1.93	0.33
6393.33	150.93	1.93	0.33
6396.67	150.96	1.93	0.33
6400	150.98	1.93	0.33
6452.08	150.96	1.93	0.33
6504.17	150.94	1.93	0.33
6556.25	150.92	1.92	0.32
6608.33	150.9	1.92	0.32
6660.42	150.88	1.92	0.32
6712.5	150.86	1.92	0.32
